energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,proteins_value,salt_value,sodium_value,energy_value,off:nutriscore_score,off:ecoscore_score,cluster,code
361.1,2.9,0.6,74.0,1.0,8.0,0.0,0.0,361.1,0.0,13.0,2,8436013010033
343.0,5.8000001907349,0.0,66.599998474121,2.0,13.60000038147,0.0,0.0,343.0,-1.0,33.0,2,8426967059257
444.0,31.39999961853,3.7999999523163,4.9000000953674,0.80000001192093,21.200000762939,0.0,0.0,444.0,3.0,30.0,1,8436577851523
244.0,2.7,0.5,45.4,4.5,7.9,1.13,0.452,244.0,4.0,45.5032693093584,2,8006837000147
300.0,2.4000000953674,0.69999998807907,58.0,1.5,11.0,6.061229070705468,2.4244916282821873,300.0,2.9960358497069977,45.5032693093584,2,8024324001620
430.0,34.200000762939,9.5,4.1100001335144,2.2999999523163,16.0,6.061229070705468,2.4244916282821873,430.0,2.9960358497069977,15.0,1,8436026318720
111.0,2.4,0.8,3.2,0.5,18.7,1.0,0.4,111.0,0.0,79.0,4,8422791002834
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,7790427102045
351.0,1.5,0.1,75.0,2.0,12.0,0.0,0.0,351.0,-1.0,45.5032693093584,2,8436551860145
492.0,37.0,4.4,1.2,1.2,24.0,6.061229070705468,2.4244916282821873,492.0,2.9960358497069977,44.0,1,8437007007879
621.0,47.0,7.3,26.0,0.5,17.0,0.1,0.04,621.0,14.0,11.0,1,8410564039439
360.0,1.3,0.2,73.0,3.0,12.5,0.0,0.0,360.0,-1.0,45.5032693093584,2,8008857300474
559.0,50.0,8.6999998092651,10.0,1.3999999761581,18.0,6.061229070705468,2.4244916282821873,559.0,2.9960358497069977,26.0,1,8437011095794
350.0,1.2,0.2,71.0,1.1,12.7,6.061229070705468,2.4244916282821873,350.0,2.9960358497069977,77.0,2,8414892353151
359.0,1.5,0.5,72.0,2.5,13.0,6.061229070705468,2.4244916282821873,359.0,2.9960358497069977,45.5032693093584,2,8001200037232
338.0,3.0,0.4,87.0,6.82,15.0,6.061229070705468,2.4244916282821873,338.0,2.9960358497069977,79.0,2,8436541870611
351.0,1.2,0.3,69.0,3.1,14.5,0.0,0.0,351.0,-4.0,60.0,2,8008912010027
352.0,2.0,0.5,71.0,5.0,9.0,0.38,0.152,352.0,1.0,77.0,2,8480013281511
132.0,6.1,3.4,15.7,1.8,2.9,1.1,0.44,551.0,6.0,17.0,4,8410867404552
357.1429,0.0,0.0,82.1429,0.0,5.3571,0.08928575,0.0357143,357.1429,-2.0,45.5032693093584,2,41224723207
437.0,38.7,15.5,13.6,0.5,8.6,2.0,0.8,437.0,23.0,45.5032693093584,1,8008348006786
354.0,0.40000000596046,0.10000000149012,80.400001525879,0.20000000298023,6.6999998092651,0.0099999997764826,0.003999999910593,354.0,0.0,12.0,2,8000024410047
344.0,2.0,0.5,68.0,3.5,12.0,6.061229070705468,2.4244916282821873,344.0,2.9960358497069977,45.5032693093584,2,8480000062918
216.0,4.3000001907349,0.5,54.5,0.40000000596046,15.5,0.0,0.0,216.0,-3.0,79.0,2,8426633350015
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,62.0,2,7708139909623
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,655222218735
382.0,6.0999999046326,0.69999998807907,62.400001525879,1.6000000238419,14.10000038147,6.061229070705468,2.4244916282821873,382.0,2.9960358497069977,18.0,2,8421707280137
343.0,1.8999999761581,0.60000002384186,65.0,43.0,13.0,0.0,0.0,343.0,13.0,45.5032693093584,0,8004350003621
369.0,1.94,0.37,79.96,0.0,7.98,6.061229070705468,2.4244916282821873,369.0,2.9960358497069977,75.0,2,854675005026
500.0,1.3,0.1,22.0,2.6,3.0,0.53,0.212,500.0,2.0,71.0,2,3017800210529
328.0,0.3,0.2,73.3,0.1,7.9,0.0,0.0,328.0,0.0,12.0,2,8411495112963
447.0,15.64,2.43,71.86,0.61,8.5,1.41,0.564,447.0,13.0,45.5032693093584,2,8412270600330
340.0,2.5,0.4,72.0,0.4,13.2,0.0,0.0,340.0,-1.0,79.0,2,8426633000194
378.0,2.0,0.40000000596046,82.0,20.0,7.0,1.2999999523163,0.51999998092652,378.0,13.0,40.0,0,8426633963819
337.0,1.2999999523163,0.0,71.5,0.0,10.0,0.0,0.0,337.0,-1.0,79.0,2,8436022502628
366.6,1.6,0.0,80.0,0.0,10.0,6.061229070705468,2.4244916282821873,366.6,2.9960358497069977,75.0,2,7861031910057
284.0,2.5999999046326,1.0,57.0,3.0999999046326,8.3999996185303,1.3700000047684,0.54800000190736,284.0,4.0,45.5032693093584,2,8436014307712
900.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,900.0,11.0,57.0,1,8436044519666
346.0,2.5,0.4,64.0,3.0,13.0,0.01,0.004,346.0,-1.0,45.5032693093584,2,8003712006676
330.0,1.7999999523163,0.0,65.199996948242,0.0,7.5,6.061229070705468,2.4244916282821873,330.0,2.9960358497069977,12.0,2,5103500312972
356.0,1.6,0.6,69.0,0.5,11.0,0.0,0.0,356.0,-1.0,32.0,2,8019010156685
454.0,30.5,0.4,37.4,4.5,22.3,0.0,0.0,454.0,0.0,30.0,1,8421615029149
380.0,9.6,3.4,54.6,8.1,13.1,0.0,0.0,380.0,3.0,76.0,2,8436551952802
349.0,0.5,0.2,79.0,0.3,5.4,0.25,0.1,349.0,2.0,7.0,2,8411058003653
370.0,6.7,1.1,59.5,0.8,9.7,0.0,0.0,370.0,-5.0,62.0,2,8411058003578
350.0,1.8999999761581,0.5,70.800003051758,3.5,10.39999961853,6.061229070705468,2.4244916282821873,350.0,2.9960358497069977,45.5032693093584,2,8422584088106
351.0,1.2,0.2,71.0,1.1,13.0,0.03,0.012,1491.0,-1.0,77.0,2,8480013281603
360.0,3.49,0.7,65.4,0.7,12.6,0.025,0.01,360.0,-6.0,75.0,2,8420535151107
365.0,1.5,0.059999998658895,76.0,2.0,14.0,0.15000000596046,0.060000002384184,365.0,-1.0,45.5032693093584,2,8426633001474
370.0,5.8000001907349,0.80000001192093,64.0,3.5,12.0,6.061229070705468,2.4244916282821873,370.0,2.9960358497069977,18.0,2,8710671153326
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4,8480022330552
349.0,0.57,0.12,78.9,0.22,5.8,0.001,0.0004,1460.0,-1.0,12.0,2,8480022330545
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,1458.0,-4.0,45.5032693093584,2,8431876188516
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,1458.0,-4.0,45.5032693093584,2,8431876188455
368.0,6.0999999046326,0.69999998807907,64.199996948242,0.0,14.10000038147,6.061229070705468,2.4244916282821873,368.0,2.9960358497069977,33.0,2,8436539961963
360.0,3.0,0.60000002384186,80.0,0.69999998807907,10.0,6.061229070705468,2.4244916282821873,360.0,2.9960358497069977,13.0,2,8435173008034
365.0,5.5,1.0,62.8,10.0,11.2,6.061229070705468,2.4244916282821873,365.0,2.9960358497069977,76.0,2,8435037800187
567.0,42.2,3.7,28.9,1.5,18.3,0.1,0.04,567.0,5.0,44.0,1,8429215120235
363.0,7.0,1.2400000095367,58.200000762939,1.0,12.5,6.061229070705468,2.4244916282821873,363.0,2.9960358497069977,77.0,2,8436012946012
345.0,6.4000000953674,1.1000000238419,58.799999237061,0.60000002384186,11.199999809265,6.061229070705468,2.4244916282821873,345.0,2.9960358497069977,67.0,2,8436579070021
368.0,6.1,0.7,57.0,1.3,14.1,0.0,0.0,368.0,-1.0,33.0,2,8436015593114
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,77.0,2,7707039897597
372.0,7.0,1.3,59.0,1.1,13.0,0.0,0.0,372.0,0.0,77.0,2,4306205017420
407.0,4.5,0.8,86.0,37.0,5.0,6.061229070705468,2.4244916282821873,407.0,2.9960358497069977,25.0,0,8002816804768
360.0,1.5,0.30000001192093,70.199996948242,3.4000000953674,13.0,0.01,0.004,360.0,-1.0,45.5032693093584,2,8011322311745
471.0,30.9,3.0,5.9,0.1,28.8,6.061229070705468,2.4244916282821873,471.0,2.9960358497069977,44.0,1,8426633000521
64.0,2.0,0.2,11.0,8.0,0.6,0.1,0.04,64.0,1.0,45.5032693093584,4,8032454000635
359.0,1.3,0.2,79.0,0.1,7.1,0.0,0.0,359.0,0.0,-2.0,2,8436012946791
338.0,5.8,0.0,59.8,0.0,14.2,6.061229070705468,2.4244916282821873,338.0,2.9960358497069977,33.0,2,8435037840466
449.0,32.0,3.3,1.0,0.61,23.0,10.0,4.0,449.0,18.0,15.0,1,8422584091212
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,12.0,2,8032605020826
131.0,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,131.0,2.9960358497069977,45.5032693093584,4,0030000431894
212.0,7.4000000953674,1.2999999523163,19.0,6.8000001907349,16.0,1.3999999761581,0.55999999046324,212.0,5.0,79.0,4,8436033362952
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-4.0,45.5032693093584,2,8414892357609
352.0,1.2,0.2,71.0,3.0,12.5,0.01,0.004,1492.0,-4.0,45.5032693093584,2,8000755585427
631.0,56.0,2.8,3.0,1.0,22.0,10.0,4.0,631.0,14.0,30.0,1,0855802008767
356.0,8.0,1.5,60.0,1.1,11.0,0.01,0.004,356.0,-5.0,79.0,2,7426943171608
512.0,42.0,3.7,1.5,1.5,18.0,0.1,0.04,512.0,4.0,29.0,1,5018605003802
54.0,0.8,0.0,11.0,5.6,0.0,0.07,0.028,54.0,1.0,74.0,4,8433329109338
358.0,19.0,3.2999999523163,28.299999237061,0.20000000298023,17.0,1.1000000238419,0.44000000953676,358.0,11.0,79.0,2,8411083351088
354.0,1.7,0.4,70.0,6.0,13.0,6.061229070705468,2.4244916282821873,354.0,2.9960358497069977,45.5032693093584,2,3999715555738
374.0,8.0,1.95,64.0,1.0,13.0,11.37,4.548,374.0,0.0,45.5032693093584,2,8491366275324
495.0,24.77,15.04,60.67,27.88,6.01,1.22,0.488,495.0,25.0,45.5032693093584,0,8436027113249
348.0,0.69999998807907,0.10000000149012,78.0,0.0,6.8000001907349,0.0,0.0,348.0,0.0,12.0,2,8413585023210
265.0,5.9000000953674,2.2999999523163,40.700000762939,2.0,11.199999809265,1.7999999523163,0.71999998092652,265.0,12.0,45.5032693093584,2,8021228001688
360.0,3.0,0.6,80.0,0.7,10.0,0.01,0.004,360.0,-1.0,-2.0,2,8435173013120
343.38,1.22,0.0,74.28,0.0,10.32,0.0,0.0,343.38,-1.0,77.0,2,843654766159615130421
450.0,17.0,2.6,57.0,1.4,14.0,1.7,0.68,450.0,14.0,74.0,2,8005221300313
337.0,0.0,0.0,82.0,0.0,2.2000000476837,2.7000000476837,1.08000001907348,337.0,14.0,45.5032693093584,2,0016229910563
349.0,2.7,0.5,65.3,3.8,12.8,0.01,0.004,349.0,-6.0,45.5032693093584,2,8032605065650
378.0,1.9,0.6,80.0,0.6,8.8,6.061229070705468,2.4244916282821873,378.0,2.9960358497069977,43.0,2,5600499527528
356.0,1.5,0.1,74.0,2.0,13.0,0.1,0.04,356.0,-1.0,45.5032693093584,2,8436046341814
352.0,16.0,4.0,73.0,21.0,14.0,1.0,0.4,352.0,15.0,45.5032693093584,0,8033064969084
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,57.0,2,7427137099203
340.0,3.0,0.5,14.2,1.0,60.0,0.6,0.24,340.0,1.0,45.5032693093584,1,8056860750557
350.0,1.8,0.4,70.0,3.3,11.0,6.061229070705468,2.4244916282821873,350.0,2.9960358497069977,33.0,2,8013885043125
400.0,13.0,1.8,52.0,6.9,14.0,6.061229070705468,2.4244916282821873,400.0,2.9960358497069977,76.0,2,8410575600369
356.0,8.0,1.5,60.0,1.1,11.0,0.0,0.0,356.0,0.0,62.0,2,8413740200296
460.0,18.0,8.8000001907349,64.0,23.0,8.1000003814697,0.52999997138977,0.211999988555908,460.0,20.0,61.0,0,8480012444573
333.0,0.5,0.1,77.9,0.2,7.1,0.0,0.0,333.0,-1.0,12.0,2,8411495116107
346.0,1.5,0.30000001192093,70.199996948242,3.4000000953674,12.5,0.01,0.004,346.0,-4.0,45.5032693093584,2,8002448870780
378.0,2.0,0.4,82.0,20.0,7.0,0.5,0.2,378.0,6.0,25.0,0,8435173012864
402.0,7.9000000953674,1.2000000476837,65.0,14.0,11.0,0.25999999046326,0.103999996185304,402.0,5.0,61.0,2,7410169015617
565.0,48.0,6.7199997901917,25.739999771118,0.30000001192093,14.0,6.061229070705468,2.4244916282821873,565.0,2.9960358497069977,11.0,1,8420535051247
355.5,1.3,0.3,66.5,2.9,15.0,6.061229070705468,2.4244916282821873,355.5,2.9960358497069977,79.0,2,8437003142857
127.0,2.0999999046326,0.60000002384186,21.0,1.2999999523163,5.4000000953674,0.95999997854233,0.383999991416932,127.0,2.0,12.0,4,5600961110425
356.0,2.5999999046326,0.69999998807907,75.0,16.0,6.1999998092651,0.60000002384186,0.240000009536744,356.0,3.0,25.0,2,8411058003684
348.0,0.7,0.12,78.0,0.0,6.8,0.1,0.04,348.0,0.0,12.0,2,8410769003259
368.0,5.4,0.7,65.8,0.5,13.7,0.03,0.012,368.0,-1.0,33.0,2,8435037802730
324.0,1.9,0.2,59.4,1.9,9.6,0.01,0.004,1355.0,-6.0,106.0,2,4771085204107
344.0,2.5,0.3,61.7,1.5,12.9,0.01,0.004,1439.0,-6.0,106.0,2,4771085203971
365.0,6.7,1.3,67.5,1.3,13.8,0.02,0.008,1530.0,-5.0,79.0,2,4771085204008
490.0,31.0,3.0,44.0,0.0,16.0,6.061229070705468,2.4244916282821873,490.0,2.9960358497069977,15.0,1,8413743100050
536.0,34.099998474121,11.5,48.5,4.9000000953674,15.0,6.061229070705468,2.4244916282821873,536.0,2.9960358497069977,76.0,1,8436584250296
470.0,30.200000762939,4.9000000953674,53.799999237061,4.1999998092651,14.10000038147,6.061229070705468,2.4244916282821873,470.0,2.9960358497069977,76.0,2,8436584250340
538.0,49.599998474121,28.60000038147,32.5,8.8000001907349,9.1999998092651,0.23999999463558,0.095999997854232,538.0,18.0,61.0,1,8436584250357
510.0,31.5,9.8000001907349,53.299999237061,4.8000001907349,10.300000190735,6.061229070705468,2.4244916282821873,510.0,2.9960358497069977,76.0,1,8436584250364
353.0,2.7000000476837,0.69999998807907,75.0,0.0,7.5999999046326,0.0,0.0,353.0,0.0,12.0,2,8435173013113
333.0,0.4,0.2,74.9,0.10000000149012,7.4,0.0,0.0,333.0,-1.0,12.0,2,8411484020316
378.0,0.5,0.1,79.0,0.2,8.5,0.0,0.0,378.0,-1.0,12.0,2,8425402202999
375.0,1.4,0.4,78.0,37.0,9.1,6.061229070705468,2.4244916282821873,375.0,2.9960358497069977,25.0,0,8435173012895
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,8423903001233
335.0,2.8,0.72,73.9,0.63,6.4,6.061229070705468,2.4244916282821873,335.0,2.9960358497069977,45.5032693093584,2,8423903004104
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,66.0,2,8423903004081
365.0,6.9,1.2,56.0,1.3,14.0,0.025,0.01,365.0,-5.0,62.0,2,8436012944926
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,71.0,2,8480024739865
381.0,7.7,1.6,60.0,2.0,13.0,6.061229070705468,2.4244916282821873,381.0,2.9960358497069977,62.0,2,8422584048988
357.0,2.1,0.3,78.0,16.0,5.0,0.24,0.096,357.0,5.0,40.0,2,8437013911009
350.0,1.2300000190735,0.23000000417233,71.300003051758,1.6000000238419,12.5,0.15000000596046,0.060000002384184,350.0,-1.0,77.0,2,8414452010180
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,0.0,0.0,597.0493601720625,2.9960358497069977,25.0,2,15409344
341.0,7.0,0.0,56.1,0.0,12.6,0.0,0.0,341.0,-1.0,45.5032693093584,2,8414075202122
376.0,1.6000000238419,0.60000002384186,72.800003051758,0.69999998807907,10.0,6.061229070705468,2.4244916282821873,376.0,2.9960358497069977,27.0,2,8436036544706
230.0,1.2,0.28,47.8,2.1,5.9,0.13,0.052,230.0,-1.0,12.0,2,8435337972751
92.0,32.0,10.0,4.8000001907349,0.60000002384186,23.0,0.0,0.0,92.0,5.0,30.0,1,2200231575638
328.0,2.2,0.5,61.0,2.3,12.0,0.0,0.0,328.0,-1.0,77.0,2,8028630011076
1.2999999523163,1.2999999523163,0.30000001192093,55.0,1.5,9.0,6.061229070705468,2.4244916282821873,1.2999999523163,2.9960358497069977,45.5032693093584,4,8019514026989
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,32.0,2,8414892310765
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,8437006449212
376.0,6.5999999046326,1.3999999761581,61.0,1.2999999523163,13.0,6.061229070705468,2.4244916282821873,376.0,2.9960358497069977,25.0,2,8435483525382
55.0,2.3,0.4,7.0,5.5,0.9,0.04,0.016,55.0,1.0,67.0,4,8436542195942
352.0,1.6000000238419,0.40000000596046,73.0,2.0999999046326,14.0,0.01,0.004,1494.0,-1.0,60.0,2,8033064969404
350.0,5.3,1.0,56.6,1.2,11.6,6.061229070705468,2.4244916282821873,350.0,2.9960358497069977,77.0,2,8425402026540
354.97,1.46,0.54,76.64,0.5,8.31,0.4,0.16,354.97,0.0,7.0,2,8436540534064
447.0,15.4,7.7,65.0,32.0,10.0,0.75,0.3,447.0,22.0,25.0,0,8413080011170
630.0,53.0,10.0,10.5,0.1,18.9,0.1,0.04,630.0,16.0,26.0,1,8426904174272
1.549,6.7,1.2,59.5,0.8,0.0,6.061229070705468,2.4244916282821873,1.549,2.9960358497069977,25.0,4,0020000115078
352.0,0.6,0.0,79.1,0.0,0.0,0.0,0.0,352.0,4.0,12.0,2,8410323000656
89.0,2.4,0.5,12.0,4.9,2.9,0.43,0.172,89.0,-3.0,76.0,4,17611415
437.0,14.0,3.3,69.0,36.0,7.0,0.5,0.2,437.0,12.0,25.0,0,8480013095293
513.0,30.5,0.4,37.4,4.5,22.3,6.061229070705468,2.4244916282821873,513.0,2.9960358497069977,15.0,1,05035612
374.0,6.3,0.6,66.9,3.9,12.5,6.061229070705468,2.4244916282821873,374.0,2.9960358497069977,33.0,2,8436570760044
189.0,6.4,6.4,17.2,0.0,6.2,0.0,0.0,189.0,5.0,76.0,4,8436010570288
828.0,92.0,10.0,0.0,0.0,0.0,0.0,0.0,828.0,11.0,38.0,1,8435037839934
153.0,0.3,0.01,34.81,0.28,1.92,1.15,0.46,153.0,5.0,45.5032693093584,4,8009915008721
150.0,8.6,2.2,12.3,2.1,5.5,0.71,0.284,150.0,3.0,45.5032693093584,4,69081323
89.0,2.4,0.5,12.0,4.9,2.9,0.43,0.172,373.0,-3.0,71.0,4,4337182345046
378.0,1.7,0.7,77.5,1.7,12.0,0.0,0.0,378.0,-3.0,60.0,2,8003007818656
346.0,2.6,0.0,76.0,0.0,0.0,0.23,0.092,346.0,5.0,75.0,2,7840130000074
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,0.0,0.0,597.0493601720625,2.9960358497069977,40.0,2,8436539961123
184.0,2.9,0.3,35.0,0.0,4.1,0.5,0.2,184.0,2.0,-2.0,4,3428184800068
378.0,2.7,0.0,79.4,5.0,6.7,1.32,0.528,378.0,2.9960358497069977,62.0,2,6926997200862
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,0400412009002
395.0,2.6,0.5,82.0,3.0,11.0,6.061229070705468,2.4244916282821873,395.0,2.9960358497069977,45.5032693093584,2,7423094006032
423.0,14.0,7.8,62.0,5.6,12.0,6.4,2.56,423.0,2.9960358497069977,62.0,2,4807770191206
337.0,12.0,5.0,48.0,15.0,7.9,1.9,0.76,337.0,17.0,45.5032693093584,0,8001551082042
350.0,0.7,0.0,79.0,0.0,8.5,0.0,0.0,350.0,-1.0,-2.0,2,8411269151334
379.0,5.1,0.6,67.5,4.3,12.8,0.1,0.04,379.0,-1.0,33.0,2,8436579070052
56.0,1.6,0.2,8.7,6.3,1.0,6.061229070705468,2.4244916282821873,56.0,2.9960358497069977,52.0,4,4480476079360
391.4,5.8,1.0,72.1,5.63,14.2,6.061229070705468,2.4244916282821873,391.4,2.9960358497069977,18.0,2,8436046974777
392.0,3.1,0.6,81.0,0.7,9.1,0.6,0.24,392.0,1.0,43.0,2,8422584091281
362.0,2.6,0.6,54.9,0.0,27.2,6.061229070705468,2.4244916282821873,362.0,2.9960358497069977,30.0,2,8436580431507
360.0,1.5,0.6,73.0,0.2,12.0,6.061229070705468,2.4244916282821873,360.0,2.9960358497069977,45.5032693093584,2,4018722132301
350.0,1.6,0.4,70.0,2.6,12.0,0.0,0.0,350.0,-5.0,66.0,2,8420404000017
389.0,6.9,1.217,55.67,0.0,16.89,0.0,0.0,389.0,0.0,62.0,2,8445225112688
339.0,0.8,0.17,76.2,7.01385520495312,6.8,0.012,0.0048,1419.0,2.9960358497069977,20.0,2,8437017321026
365.0,1.45,0.21,77.3,3.7,12.5,6.061229070705468,2.4244916282821873,365.0,2.9960358497069977,45.5032693093584,2,8033254522600
349.0,1.5,0.3,70.0,2.9,12.0,0.028,0.0112,349.0,-1.0,45.5032693093584,2,8410693413025
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,8008857300887
85.0,1.6,0.2,13.0,5.2,3.0,0.32,0.128,85.0,-3.0,71.0,4,8414606882403
491.0,22.4,12.2,60.2,1.6,9.0,0.8,0.32,491.0,2.9960358497069977,62.0,1,5055894020158
348.0,0.8,0.2,77.0,0.6,7.2,0.0,0.0,348.0,0.0,12.0,2,8410915102850
339.0,3.0,0.6,64.0,0.8,11.3,0.0,0.0,339.0,-1.0,45.5032693093584,2,8436579070069
349.0,1.5,0.3,70.0,2.9,12.0,28.0,11.2,349.0,-1.0,45.5032693093584,2,8410693413322
350.0,5.3,1.0,56.6,1.2,11.6,0.03,0.012,350.0,-6.0,79.0,2,8435037800378
66.0,1.5,0.2,13.0,3.0,0.1,0.1,0.04,66.0,0.0,59.0,4,8410285191034
365.0,1.3,0.2,79.0,0.1,1.3,6.061229070705468,2.4244916282821873,365.0,2.9960358497069977,-2.0,2,8435173013021
344.0,1.0,1.0,72.0,2.0,11.0,0.3,0.12,344.0,0.0,45.5032693093584,2,8437000132486
154.0,9.5,4.8,8.5,1.5,8.5,1.3,0.52,154.0,5.0,45.5032693093584,4,00356836501120001946
483.0,31.0,0.0,42.0,0.0,16.0,0.0,0.0,483.0,1.0,15.0,2,8426967074786
348.0,7.0,1.3,59.0,0.7,13.5,5.0,2.0,348.0,15.0,77.0,2,8414054000725
416.0,11.0,1.7,67.0,27.0,8.1,0.23,0.092,1749.0,7.0,40.0,0,8426904176566
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,71.0,2,8436006912740
417.0,15.0,7.2,56.0,12.0,12.0,0.09,0.036,417.0,9.0,61.0,0,8436583952832
82.0,1.4,0.4,14.0,6.7,2.5,0.5,0.2,82.0,-2.0,71.0,4,8411916061597
357.0,1.4,0.3,72.1,3.1,12.4,0.01,0.004,357.0,-4.0,45.5032693093584,2,8480013093022
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,-2.0,2,0634438734871
136.0,2.4,0.8,25.6,0.8,2.4,0.8,0.32,136.0,3.0,13.0,4,8437007007589
205.0,14.2,4.8,12.0,6.8,6.2,2.57,1.028,205.0,17.0,45.5032693093584,4,8436019253755
347.0,2.1,0.6,68.0,3.3,12.0,6.061229070705468,2.4244916282821873,347.0,2.9960358497069977,45.5032693093584,2,8017856044418
440.0,16.0,8.5,62.0,21.0,9.0,0.23,0.092,440.0,18.0,45.5032693093584,0,8426904177297
900.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,900.0,11.0,38.0,1,5546904920037
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,75.0,2,7771240000008
398.0,22.4,11.4,39.1,1.2,5.7,0.88,0.352,398.0,17.0,45.5032693093584,1,4056489447139
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,8006222300241
285.0,3.0,0.8,53.0,2.0,10.0,0.11,0.044,1205.0,-5.0,60.0,2,8480000134882
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,0.0,0.0,597.0493601720625,2.9960358497069977,-2.0,2,8428159000795
40.0,1.5,0.2,5.6,0.0,0.2,6.061229070705468,2.4244916282821873,40.0,2.9960358497069977,52.0,4,8410297961984
357.0,3.5,0.6,62.0,2.8,15.0,6.061229070705468,2.4244916282821873,357.0,2.9960358497069977,74.0,2,8435173011768
338.0,2.2,0.4,69.0,0.5,7.0,0.01,0.004,338.0,-5.0,45.5032693093584,2,0703980772515
370.0,7.6,1.3,56.0,1.1,14.0,0.1,0.04,370.0,0.0,62.0,2,8426904103258
352.0,4.6,0.5,59.0,12.0,9.6,6.061229070705468,2.4244916282821873,352.0,2.9960358497069977,61.0,2,5600961115826
63.0,2.0,0.2,10.5,4.9,0.6,0.1,0.04,63.0,1.0,85.0,4,8000215204271
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,79.0,2,8032942611923
370.0,4.5,1.55,68.0,1.9,10.3,0.12,0.048,370.0,0.0,79.0,2,8032942611947
370.0,1.5,0.3,74.0,3.5,13.0,0.08,0.032,1567.0,-5.0,45.5032693093584,2,8431876291155
380.0,1.6,0.4,78.0,2.2,12.0,2.14,0.856,380.0,13.0,74.0,2,8031771001981
210.0,8.3,0.9,30.0,0.0,3.7,0.0,0.0,210.0,0.0,-2.0,4,00643305600421000873
