energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,proteins_value,salt_value,sodium_value,energy_value,off:nutriscore_score,off:ecoscore_score,cluster,code
393.0,1.1,0.1,89.0,27.0,6.0,0.75,0.3,393.0,11.0,25.0,0,3450970104265
402.0,6.5,3.9,75.0,22.0,7.4,0.62,0.248,1697.0,9.0,29.0,0,3560070582853
429.0,13.0,4.3,68.0,28.0,7.1,0.54,0.216,1806.0,12.0,29.0,0,3560070749980
391.0,6.5,4.3,69.0,21.0,8.8,0.28,0.112,391.0,13.0,45.5032693093584,0,5010029011333
376.0,2.0,0.0,74.0,4.0,14.0,0.0,0.0,376.0,-1.0,45.5032693093584,2,5022782000936
450.0,16.0,4.0,68.0,29.0,6.9,1.1,0.44,450.0,15.0,25.0,0,5050083328824
50.0,1.4,0.3,8.9,5.9,0.0,0.1,0.04,212.0,1.0,78.0,4,5411788043748
395.0,23.3,9.9,36.0,1.5,7.4,1.1,0.44,1647.0,15.0,32.0,1,7613034521750
135.0,0.45,0.2,29.0,0.6,2.5,0.875,0.35,135.0,3.0,89.0,4,80608349
359.0,2.0,0.5,70.9,3.5,12.8,0.013,0.0052,1521.0,-4.0,74.0,2,8076800315103
338.0,6.8,1.3,52.0,0.9,13.0,0.018,0.0072,338.0,0.0,25.0,2,8412016120504
296.0,2.5,0.5,35.0,8.0,13.5,1.5,0.6,296.0,5.0,25.0,2,8422584314465
534.0,42.200000762939,3.5999999046326,28.799999237061,1.5,18.299999237061,0.10000000149012,0.040000000596048,534.0,-1.0,41.0,1,8422584314618
339.2182325527606,36.1,3.8,0.7,0.6,18.5,0.04,0.016,1921.0,3.0,44.0,1,8436542193283
451.0,18.5,14.9,59.4,25.2,7.4,0.03,0.012,451.0,15.0,33.0,0,8436545890264
339.2182325527606,4.5,0.8,36.0,0.5,4.6,0.7,0.28,880.0,0.0,38.0,2,8480000050106
351.0,0.6,0.1,79.0,0.5,7.3,0.01,0.004,1489.0,0.0,24.0,2,8480000050267
364.0,2.7,0.2,66.0,1.9,14.6,0.75,0.3,1529.0,-3.0,30.0,2,8480000094629
373.0,0.8,0.2,85.2,24.0,5.0,1.0,0.4,373.0,13.0,40.0,0,8422584314717
369.0,1.0,0.0,83.0,4.0,7.0,950.0,380.0,1550.0,4.0,73.0,3,7798142880019
476.0,19.8,11.9,65.7,29.5,7.2,0.2,0.08,476.0,18.0,43.0,0,8412224040144
379.0,2.6,0.4,80.0,0.9,7.6,2.2,0.88,379.0,11.0,43.0,2,8423207204484
61.0,3.5,2.5,3.2,3.1,3.3,0.1,0.04,255.0,14.0,-20.0,4,8424790111036
434.0,16.0,4.5,61.0,24.0,8.4,0.43,0.172,434.0,15.0,61.0,0,8480000095251
116.0,1.65,0.65,24.3,10.0,1.0,237.5,95.0,491.0,11.0,25.0,4,7501001625160
444.0,17.0,5.2,59.0,21.0,9.8,0.1,0.04,444.0,9.0,40.0,0,24033169
349.0,1.7999999523163,0.5,75.0,0.10000000149012,6.9000000953674,0.0,0.0,1479.0,-2.0,20.0,2,8410184077217
393.0,4.4,1.9,77.6,30.0,8.0,0.0,0.0,393.0,11.0,25.0,0,8414807501813
454.1,18.0,3.3,66.0,25.0,5.3,4.0,1.6,454.1,23.0,25.0,0,8437014376593
387.0,2.8,0.6,79.9,0.5,8.4,0.05,0.02,387.0,-1.0,43.0,2,8412224041264
342.0,2.0,0.4,65.0,2.8,12.0,0.03,0.012,342.0,-1.0,45.5032693093584,2,8410693800818
129.0,0.1,0.1,28.0,0.4,2.9,1.2,0.48,129.0,3.0,45.5032693093584,4,24016476
376.0,2.0,0.3,80.0,1.2,8.2,0.85,0.34,1595.0,-5.0,43.0,2,8431876270624
379.0,2.4,1.0,77.0,22.8,8.6,0.42,0.168,379.0,0.0,35.0,2,8414807520425
409.0,13.0,1.5,64.0,2.3,9.3,0.07,0.028,409.0,-4.0,61.0,2,84800000944513
351.0,1.0,0.3,73.0,4.0,11.0,0.01,0.004,351.0,-1.0,75.0,2,8004690420287
500.0,24.0,14.0,63.0,30.0,6.7,0.09,0.036,2095.0,20.0,43.0,0,8431876276251
159.0,0.5,0.1,34.0,7.01385520495312,4.8,380.0,152.0,669.0,2.9960358497069977,84.0,4,7790070507228
380.0,2.1,0.38,83.9,1.2,6.3,940.5,376.2,1611.0,3.0,49.0,3,7790538009561
351.0,0.0,0.0,72.0,3.0,12.0,0.01,0.004,351.0,-1.0,45.5032693093584,2,8000139932953
397.0,7.0,4.0,71.3,19.1,8.6,0.77,0.308,397.0,14.0,25.0,0,7613033182808
51.0,1.3,0.2,9.6,3.5,0.1,0.06,0.024,51.0,0.0,85.0,4,4388860602319
389.0,4.5,2.4,78.2,25.3,6.2,0.2,0.08,389.0,6.0,25.0,0,8437019616113
365.0,2.6,0.5,64.0,14.0,13.0,0.88,0.352,365.0,0.0,25.0,2,8437019616069
380.0,1.8,0.4,79.0,16.0,9.3,0.54,0.216,380.0,4.0,25.0,2,8437019616045
47.0,0.8,0.2,8.5,5.1,1.2,0.06,0.024,47.0,1.0,67.0,4,8423352107180
55.0,1.0,0.1,11.0,7.5,0.5,0.1,0.04,233.0,1.0,74.0,4,2200255583640
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,13.0,62.0,2,7613038702964
354.0,1.3,0.30000001192093,72.0,1.5,12.0,0.0,0.0,354.0,-4.0,72.0,2,3560071225902
373.0,3.8,0.7,57.0,2.2,12.0,0.01,0.004,373.0,-6.0,91.0,2,4056489168867
422.0,13.0,1.8,64.0,18.0,8.3,0.21,0.084,422.0,4.0,25.0,0,5601066602044
370.0,6.7,1.1,59.5,0.8,13.2,0.0,0.0,370.0,0.0,45.5032693093584,2,3760130561747
513.0,22.6,2.4,64.2,1.8,11.8,5.0,2.0,2149.0,2.9960358497069977,62.0,2,8431876296556
350.0,5.3,1.0,56.6,1.2,11.6,0.1,0.04,350.0,-1.0,77.0,2,8437019616243
100.0,3.0,1.5,15.0,2.0,3.0,0.4572,0.18288,418.0,1.0,63.0,4,1018015031048
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-1.0,45.5032693093584,2,4056489044062
46.0,1.4,0.2,7.6,5.2,0.7,0.13,0.052,46.0,1.0,67.0,4,4260546672192
178.0,1.1,0.1,34.8,0.4,6.1,0.5,0.2,754.0,-1.0,45.5032693093584,4,8480000158499
348.0,0.7,0.1,78.0,0.0,6.8,0.01,0.004,348.0,0.0,12.0,2,20032456
396.0,7.6999998092651,2.9000000953674,69.0,19.799999237061,8.8999996185303,0.15000000596046,0.060000002384184,396.0,0.0,76.0,2,2016261999999
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-1.0,45.5032693093584,2,20880224
408.0,2.0,0.3,87.0,1.0,9.4,0.84,0.336,408.0,3.0,43.0,2,3175681042339
42.0,0.8,0.2,7.8,5.6,0.7,0.08,0.032,42.0,1.0,63.0,4,3175681079502
64.0,2.4,0.3,8.3,5.7,1.4,0.12,0.048,64.0,1.0,52.0,4,3175681150027
363.0,3.0,0.4,70.0,4.0,12.0,1.7,0.68,1537.0,7.0,70.0,2,3245413136527
323.0,1.7,0.4,59.7,2.1,12.1,0.0,0.0,323.0,-6.0,54.0,2,3273120010946
355.0,1.9,0.3,70.0,4.5,13.0,0.02,0.008,1505.0,-4.0,65.0,2,3560070329182
296.0,0.8,0.2,61.0,2.4,10.0,0.89,0.356,1254.0,-1.0,47.0,2,3560070496600
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-4.0,72.0,2,3560070500406
352.0,1.2,0.3,72.0,3.0,12.0,0.02,0.008,1492.0,-4.0,60.0,2,3560070613847
445.0,12.0,4.7,74.0,31.0,7.0,0.5,0.2,1872.0,12.0,29.0,0,3560070683550
454.0,15.0,4.8,72.0,27.0,6.1,0.19,0.076,1909.0,13.0,58.0,0,3560070892617
347.0,1.0,0.3,77.0,0.5,6.9,0.0,0.0,1471.0,-1.0,26.0,2,3560071005047
385.0,1.2,0.2,83.4,5.7,8.5,2.2,0.88,385.0,11.0,25.0,2,4008713700923
361.0,7.6,3.9,59.0,15.0,9.1,0.08,0.032,361.0,0.0,61.0,2,4008713704587
454.0,21.2,11.8,56.5,0.0,9.4,6.0,2.4,454.0,2.9960358497069977,69.0,1,4710008211648
451.0,16.1,4.3,65.5,19.1,8.0,0.03,0.012,451.0,8.0,44.0,0,5010477353511
348.0,1.7,0.3,70.0,0.5,12.0,0.03,0.012,348.0,-4.0,91.0,2,5015821121167
359.0,2.6,0.4,65.0,14.0,12.0,0.68,0.272,359.0,0.0,25.0,2,5053827186926
353.0,1.4,0.3,72.0,2.2,12.0,0.2,0.08,1497.0,-1.0,65.0,2,8006680901066
387.0,1.9,0.4,81.1,31.0,9.8,0.1,0.04,387.0,2.9960358497069977,30.0,0,8410100013695
399.0,7.0,1.3,66.7,1.1,13.3,0.1,0.04,399.0,-5.0,62.0,2,8411285050604
373.0,6.0,1.2,65.0,17.0,9.8,1.0,0.4,373.0,7.0,25.0,0,8412016359065
319.0,1.5,0.3,60.3,3.4,7.4,0.19,0.076,319.0,-6.0,79.0,2,8422584013641
407.0,2.6,0.3,85.6,1.0,9.2,2.2,0.88,407.0,12.0,48.0,2,8423207206778
398.0,6.7,0.5,74.0,1.1,9.6,1.6,0.64,398.0,7.0,48.0,2,8423207209472
46.0,0.80000001192093,0.20000000298023,8.1000003814697,5.4000000953674,1.3999999761581,0.04,0.016,46.0,1.0,52.0,4,8423352106800
48.0,0.7,0.1,8.5,5.5,1.6,0.03,0.012,48.0,1.0,52.0,4,8423352200287
346.0,2.0,0.5,66.0,3.0,12.0,0.03,0.012,1464.0,-6.0,60.0,2,8431876060539
342.0,1.1,0.2,69.0,1.6,12.0,1.6,0.64,342.0,11.0,45.5032693093584,2,8436042308903
468.0,16.60000038147,10.89999961853,69.0,30.799999237061,7.3000001907349,0.12999999523163,0.051999998092652,468.0,21.0,33.0,0,8436545890288
346.0,0.6,0.1,77.9,0.3,7.0,0.0,0.0,346.0,0.0,12.0,2,8437014901016
343.0,0.9,0.3,77.0,0.7,8.1,0.01,0.004,1457.0,-1.0,22.0,2,8480000050168
349.0,2.6,0.4,65.0,4.0,13.0,0.04,0.016,1478.0,-6.0,65.0,2,8480000065087
339.2182325527606,1.8,0.4,80.0,1.0,7.0,1.2446,0.49784,1554.0,4.0,48.0,2,8480000140463
386.0,1.6,0.3,82.0,15.0,8.3,0.9,0.36,386.0,0.0,30.0,2,8480024752864
432.0,7.8,3.7,84.8,45.2,4.7,0.013,0.0052,432.0,18.0,45.5032693093584,0,5601557025628
381.0,2.8,0.5,78.8,0.8,8.5,0.02,0.008,381.0,-4.0,56.0,2,8412170014602
385.0,1.2,0.3,86.0,0.5,6.9,0.5,0.2,385.0,2.0,58.0,2,8422584089936
382.0,1.4,0.2,85.0,0.2,7.0,0.5,0.2,382.0,1.0,58.0,2,8422584316155
332.0,8.1999998092651,1.6000000238419,54.0,2.2999999523163,8.8999996185303,1.6000000238419,0.64000000953676,332.0,12.0,73.0,2,8422424100234
386.0,4.7,0.65,78.93,2.3,7.69,0.05,0.02,386.0,-5.0,45.5032693093584,2,8411285010059
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-4.0,73.0,2,8480010112245
355.0,2.8,0.6,72.0,0.0,8.0,0.0,0.0,1502.0,-5.0,12.0,2,8410184032438
213.0,14.0,6.7,17.0,1.0,4.2,1.2,0.48,213.0,13.0,12.0,4,8480000042613
385.0,2.6,1.2,83.0,21.0,7.0,0.45,0.18,385.0,6.0,40.0,0,8433329079570
45.0,0.8,0.2,8.2,5.5,1.0,0.01,0.004,45.0,1.0,52.0,4,8480000239327
458.0,16.0,1.3,71.0,30.0,5.8,1.0,0.4,458.0,16.0,49.0,0,8411414013234
379.0,2.3,0.4,75.0,1.0,12.0,0.03,0.012,379.0,-6.0,45.5032693093584,2,8410175073709
372.0,7.0,1.3,59.0,0.7,14.0,0.02,0.008,372.0,-5.0,62.0,2,8422410450053
431.0,14.0,5.8,66.0,33.0,9.7,0.81,0.324,1814.0,18.0,25.0,0,8480012025529
381.0,1.5,1.0,86.2,29.8,5.6,0.88646,0.354584,381.0,6.0,27.0,0,7501008005309
118.0,1.3,0.1,22.0,3.5,3.0,0.5,0.2,118.0,-3.0,71.0,4,8413585021155
388.0,0.5,0.1,87.3,0.1,8.2,0.0,0.0,388.0,-2.0,-2.0,2,8411495115346
375.0,7.0,1.3,59.0,0.7,14.0,0.02,0.008,375.0,0.0,62.0,2,5000723756661
369.0,6.3,1.3,66.0,24.0,7.7,0.1,0.04,369.0,1.0,61.0,2,4000540031584
117.0,1.5,0.5,19.0,0.8,6.3,0.83,0.332,117.0,1.0,45.5032693093584,4,8420321071039
385.0,2.7,1.2,79.0,31.0,7.9,0.5,0.2,385.0,13.0,25.0,0,8480000095770
343.0,2.5,0.5,70.0,0.0,7.8,0.05,0.02,343.0,-4.0,17.0,2,8480010193572
330.0,12.0,5.7,42.0,3.9,11.0,1.6,0.64,330.0,16.0,45.5032693093584,0,8410069013460
275.0,1.3,0.2,57.0,7.01385520495312,9.0,20.0,8.0,1155.0,2.9960358497069977,69.0,2,7790070320841
468.0,19.0,3.9,70.0,14.0,4.4,0.69,0.276,468.0,12.0,25.0,0,8480013095514
368.0,3.0,1.0,72.8,16.6,7.3,0.1,0.04,368.0,3.0,25.0,2,8412229011163
213.0,2.5,0.20000000298023,43.0,0.20000000298023,4.1999998092651,0.49000000953674,0.196000003814696,900.0,2.0,20.0,2,8411942771521
43.0,0.8,0.2,7.5,4.9,1.2,0.0,0.0,182.0,1.0,52.0,4,8410261635026
393.0,9.2,1.3,58.7,2.2,12.9,0.0,0.0,393.0,0.0,72.0,2,5604321032655
504.0,38.2,5.3,5.4,1.3,20.7,0.2,0.08,504.0,11.0,29.0,1,8480017196644
58.0,0.6,0.4,11.0,1.2,1.4,0.62,0.248,58.0,2.9960358497069977,62.0,4,8710522522745
360.0,1.5,0.3,74.0,3.1,11.0,0.01,0.004,1527.0,-4.0,45.5032693093584,2,4018722343141
363.0,9.5,1.0,53.6,11.0,11.5,0.02,0.008,363.0,1.0,61.0,2,5060482840445
382.0,1.6,0.5,80.0,15.0,9.4,0.72,0.288,382.0,0.0,25.0,2,8480000095893
380.0,2.7,0.6,79.0,0.6,8.4,0.32,0.128,380.0,0.0,43.0,2,8710671153944
390.0,1.9,0.6,81.0,8.5,7.1,0.3,0.12,390.0,2.0,25.0,2,8002330001421
379.0,7.6,3.1,63.0,12.0,10.0,0.02,0.008,379.0,-1.0,29.0,2,4000540000757
115.0,1.5,0.54,22.88,8.91,1.47,249.0,99.6,486.0,9.0,15.0,4,7501058652676
388.0,3.7,2.0,76.8,17.3,9.8,0.5,0.2,388.0,5.0,25.0,0,8437019616052
394.0,5.1,2.6,76.0,20.0,8.6,0.83,0.332,394.0,8.0,30.0,0,12201017
395.0,3.6,2.1,82.5,22.3,7.2,0.59,0.236,395.0,11.0,25.0,0,8437019616106
406.0,7.0,4.4,75.0,22.0,8.2,0.43,0.172,406.0,9.0,25.0,0,8437019616168
349.0,1.5,0.4,74.0,0.3,7.5,0.0,0.0,349.0,0.0,45.5032693093584,2,8008698030684
47.0,0.8,0.2,8.5,5.1,1.2,0.06,0.024,199.0,1.0,68.0,4,8422410651030
347.0,1.9,0.4,67.0,3.0,12.0,0.03,0.012,347.0,-1.0,45.5032693093584,2,2004060000589
379.0,2.0,0.30000001192093,83.0,0.5,6.0,1.6000000238419,0.64000000953676,379.0,9.0,44.0,2,8480010198591
453.0,18.0,3.3,66.0,25.0,5.3,0.77,0.308,1900.0,15.0,25.0,0,8431876289107
225.0,21.8,3.3,6.6,0.5,0.7,2.7,1.08,932.0,10.0,45.5032693093584,4,8431876287226
89.0,2.4,0.5,12.0,4.9,2.9,0.43,0.172,89.0,2.0,45.5032693093584,4,8422410236732
446.0,13.0,1.0,74.0,18.0,7.5,0.78,0.312,446.0,10.0,45.5032693093584,0,8008620071082
55.0,1.7999999523163,0.40000000596046,8.3999996185303,5.5,1.2000000476837,0.12,0.048,55.0,1.0,70.0,4,9020200024881
444.0,15.0,7.7,65.0,32.0,10.0,0.75,0.3,444.0,22.0,25.0,0,8480013095309
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,1458.0,-4.0,45.5032693093584,2,8410069018328
48.0,0.9,0.2,8.4,5.5,1.2,0.04,0.016,201.0,1.0,78.0,4,8009852051095
458.0,17.0,9.4,67.0,30.0,7.4,0.9,0.36,458.0,23.0,43.0,0,8410376058864
350.0,5.3,1.0,57.0,1.2,12.0,0.1,0.04,1473.0,-6.0,75.0,2,8480024755193
373.0,0.8,0.2,82.0,7.0,8.0,1.55,0.62,373.0,8.0,25.0,2,8426765495967
89.0,2.4,0.5,12.0,4.9,2.9,0.4,0.16,89.0,-3.0,76.0,4,3112940769613
353.0,4.4,1.4,71.4,4.4,12.4,0.03,0.012,353.0,0.0,74.0,2,3250391933471
352.0,0.6,0.2,80.0,0.5,6.7,0.0,0.0,1494.0,0.0,27.0,2,3560070607990
357.0,3.5999999046326,0.5,71.0,1.0,8.3999996185303,0.69999998807907,0.279999995231628,357.0,2.0,45.5032693093584,2,3560071150433
497.0,25.0,12.0,57.0,21.0,8.0,0.63,0.252,2076.0,17.0,51.0,0,5050083184420
432.0,11.7,3.6,67.9,22.5,10.4,0.79,0.316,432.0,15.0,25.0,0,5601557050798
703.0,62.0,9.5,13.5,0.0,24.0,0.0,0.0,703.0,17.0,31.0,1,6210245270470
364.0,2.0,0.5,70.9,3.5,12.8,0.01,0.004,364.0,-4.0,65.0,2,8076804215058
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,45.5032693093584,2,8410069001269
344.0,0.8,0.5,74.0,5.3,7.4,0.11,0.044,1458.0,2.9960358497069977,55.0,2,8410770100022
445.0,15.8,6.6,62.0,27.2,9.4,0.47,0.188,1867.0,14.0,66.0,0,8413585022473
373.0,0.80000001192093,0.20000000298023,82.0,7.0,8.0,1.6000000238419,0.64000000953676,373.0,12.0,25.0,2,8422410089468
350.0,8.3,1.0,60.8,0.0,13.3,0.01,0.004,350.0,-6.0,45.5032693093584,2,8422584013795
344.0,2.5,0.5,70.0,0.0,7.8000001907349,0.050000000745058,0.0200000002980232,344.0,-4.0,17.0,2,8433329045445
149.0,0.3,0.1,29.5,1.0,5.9,6.061229070705468,2.4244916282821873,149.0,2.9960358497069977,80.0,4,8480017323125
170.0,4.0,0.0,33.0,12.0,2.0,0.575,0.23,170.0,12.0,25.0,4,16000122543
359.0,3.3,1.0,68.0,3.5,12.0,0.08,0.032,1514.0,-5.0,60.0,2,8480000063410
484.0,22.0,10.0,62.0,25.0,7.0,0.68,0.272,484.0,18.0,61.0,0,5053827187404
434.0,13.0,8.4,71.0,26.0,6.1,0.6,0.24,434.0,16.0,45.0,0,8410376052398
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,1458.0,-4.0,60.0,2,3560070468997
54.5,1.0,0.1,11.0,5.0,0.3,0.07,0.028,54.5,1.0,74.0,4,8423352107029
133.0,4.8,0.6,17.2,1.4,4.2,0.6,0.24,133.0,-1.0,33.0,4,24096461
347.0,2.2,0.0,54.0,0.0,12.5,0.0,0.0,347.0,-1.0,79.0,2,8435173002278
455.0,15.0,1.6,65.0,19.0,9.2,0.19,0.076,455.0,5.0,61.0,0,4021234131656
377.0,2.4,0.6,79.8,0.2,8.2,0.5,0.2,377.0,1.0,58.0,2,8422584315820
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,6.0,52.0,2,8410300352914
378.0,0.9,0.2,84.0,8.0,7.0,1.13,0.452,378.0,6.0,25.0,2,8010265640400
353.0,1.5,0.3,70.0,2.9,12.0,0.0,0.0,353.0,-1.0,45.5032693093584,2,4056489043652
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,45.5032693093584,2,8480012009802
398.0,8.9,1.4,61.3,1.3,12.4,0.01,0.004,1558.0,-5.0,45.5032693093584,2,8431876276190
377.0,0.8,0.2,84.3,4.9,6.7,1.4,0.56,377.0,11.0,25.0,2,8413585026419
242.0,4.9,2.2,38.5,7.0,9.2,1.43,0.572,242.0,2.0,45.5032693093584,2,20969905
385.0,4.2,0.8,71.0,0.5,12.0,0.5,0.2,1611.0,-4.0,63.0,2,8480010195699
462.2,18.0,11.0,68.0,28.0,6.9,0.12,0.048,462.2,20.0,43.0,0,8423207210768
387.0,2.8,1.1,80.0,22.0,8.3,0.29,0.116,1640.0,1.0,25.0,0,3560071264581
406.0,13.0,1.8,57.0,7.7,12.0,0.1,0.04,406.0,2.0,61.0,2,4000540021363
440.0,15.0,3.8,68.0,27.0,6.4,0.93,0.372,440.0,17.0,25.0,0,5059321003592
410.0,6.9,3.9,77.0,23.0,8.8,0.88,0.352,410.0,16.0,25.0,0,8422410504251
450.0,14.0,4.0,73.0,26.0,6.3,0.53,0.212,450.0,12.0,45.5032693093584,0,8434165582170
363.0,2.7,1.7,73.8,24.7,7.4,0.7,0.28,363.0,13.0,25.0,0,3387390123500
448.0,17.0,11.0,63.0,21.0,7.4,0.32,0.128,1879.0,15.0,65.0,0,3560070018369
378.0,1.5,0.2,78.0,29.0,11.0,0.025,0.01,1601.0,0.0,40.0,0,5400101261358
372.0,0.3,0.1,87.0,7.01385520495312,5.2,890.0,356.0,1555.0,2.9960358497069977,27.0,3,7790045001607
68.0,0.7,0.2,15.0,6.5,0.5,0.0,0.0,285.0,1.0,85.0,4,8019428000228
372.0,4.0,1.2,67.300003,3.0,14.0,0.003,0.0012,372.0,-3.0,45.5032693093584,2,8076809527040
346.0,2.0,0.5,66.0,3.0,12.0,0.03,0.012,346.0,-6.0,73.0,2,8410069008459
352.0,1.7,0.4,70.0,4.5,12.0,0.01,0.004,1492.0,-5.0,45.5032693093584,2,8410069016157
382.0,2.0,0.4,81.0,1.0,8.2,1.3,0.52,382.0,3.0,48.0,2,8410376036046
349.0,2.0,0.7,67.0,3.6,12.0,0.0,0.0,349.0,-1.0,79.0,2,8422584013542
388.0,3.7,2.0,76.8,5.2,9.8,0.5,0.2,1744.0,0.0,25.0,2,8422823141807
476.0,17.0,9.1,73.0,26.0,6.9,0.14,0.056,476.0,19.0,43.0,0,8423207206402
343.0,1.0,0.6,65.0,4.3,13.0,0.0,0.0,1452.0,-6.0,65.0,2,8480000065070
350.0,0.1,0.0,87.0,0.0,0.3,0.08,0.032,1488.0,4.0,82.0,2,8480000094506
369.0,5.5,0.7,62.0,1.4,14.4,0.01,0.004,1558.0,-6.0,23.0,2,8480017174567
478.0,21.0,13.0,64.0,21.0,7.0,0.0,0.0,478.0,19.0,43.0,0,8412224040243
267.0,0.8,0.0,56.0,7.01385520495312,9.0,20.0,8.0,1122.0,2.9960358497069977,69.0,2,7790070318602
364.0,6.4,1.0,71.0,19.0,9.2,0.06,0.024,364.0,-2.0,66.0,2,5000108666479
401.0,6.6,3.7,74.0,16.0,8.0,0.68,0.272,401.0,9.0,45.5032693093584,0,4099200033921
390.0,11.0,4.6,66.0,12.0,11.0,0.04,0.016,390.0,0.0,61.0,2,5000108667421
373.0,1.0,0.0,85.0,4.0,8.0,0.975,0.39,373.0,3.0,25.0,2,8480024755094
476.0,21.0,2.6,65.0,0.7,5.5,1.9,0.76,1995.0,11.0,45.5032693093584,2,8413164003497
361.0,6.7,1.3,56.0,1.2,14.0,0.0,0.0,361.0,-5.0,62.0,2,4000540030303
364.0,0.2,0.1,86.4,1.4,4.2,175.0,70.0,364.0,2.9960358497069977,57.0,2,7613035814776
352.0,1.2,0.3,72.0,3.0,12.0,0.02,0.008,1492.0,-4.0,65.0,2,3560071174996
339.2182325527606,3.3,0.8,70.0,2.0,14.0,0.18,0.072,1568.0,-1.0,45.5032693093584,2,8410069016881
46.0,0.8,0.1,8.3,6.3,1.4,0.1,0.04,46.0,1.0,67.0,4,8424818252123
280.0,5.5,2.5,43.0,3.4,9.0,1.3,0.52,280.0,3.0,45.5032693093584,2,8432022000119
350.0,2.0,0.4,67.0,3.0,12.0,0.02,0.008,350.0,-1.0,45.5032693093584,2,8422410365746
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-1.0,45.5032693093584,2,4056489043690
395.0,23.4,10.7,36.5,0.8,5.9,0.96,0.384,1648.0,17.0,32.0,1,8414807530431
173.2,0.8,0.2,35.6,1.4,5.9,7.37,2.948,735.1,-2.0,45.5032693093584,4,7501018310103
104.0,2.2,0.4,17.4,1.0,3.7,372.5,149.0,104.0,0.0,25.0,4,7500478000722
306.0,2.2,0.7,68.0,4.0,7.5,0.66,0.264,306.0,1.0,27.0,2,18621198
150.0,0.0,0.0,37.0,16.0,1.0,375.0,150.0,150.0,14.0,30.0,4,7501008023822
351.0,2.8,0.6,63.0,2.0,13.0,1.9,0.76,1481.0,7.0,45.5032693093584,2,8431876286977
301.0,8.5,2.0,43.0,3.8,12.0,1.1,0.44,301.0,1.0,45.5032693093584,2,8053041001040
349.0,3.0,0.5,53.0,1.5,23.0,0.08,0.032,1475.0,-6.0,45.5032693093584,2,8431876286472
336.0,2.0,0.5,62.0,4.0,12.0,0.03,0.012,1420.0,-6.0,45.5032693093584,2,8431876286984
427.0,13.0,2.2,70.0,24.0,5.2,0.82,0.328,427.0,13.0,25.0,0,8422410699032
450.0,17.2,2.4,63.0,35.0,7.4,0.42,0.168,450.0,15.0,25.0,0,8480010197518
324.0,7.2,1.8,54.4,1.8,9.5,1.08,0.432,324.0,3.0,43.0,2,8410076474988
390.0,2.3,0.4,84.0,26.0,6.4,0.35,0.14,1652.0,3.0,25.0,0,5601009923731
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,5.0,66.0,2,8480000224545
320.0,15.0,2.0,52.0,7.01385520495312,13.0,0.0075,0.003,320.0,2.9960358497069977,25.0,2,7790524323916
344.0,2.0,0.5,68.0,3.5,12.0,6.061229070705468,2.4244916282821873,344.0,2.9960358497069977,45.5032693093584,2,8410069019752
46.0,0.8,0.1,8.3,6.3,1.4,0.07,0.028,46.0,1.0,52.0,4,8436019091661
49.0,1.1,0.1,9.5,7.3,0.0,0.07,0.028,206.0,1.0,74.0,4,8431876247244
162.0,1.0,0.2,34.0,0.5,3.6,0.49,0.196,687.0,1.0,-2.0,4,3560070825455
410.0,8.0,3.7,71.1,17.3,9.7,0.76,0.304,410.0,9.0,40.0,0,7613037353297
425.0,14.2,2.8,63.9,24.5,7.4,0.58,0.232,425.0,9.0,25.0,0,7613036434188
348.0,2.7,0.5,66.6,20.2,9.5,0.16,0.064,348.0,-2.0,79.0,2,20708412
125.0,2.2,0.3,19.6,0.7,4.5,0.3,0.12,530.0,-4.0,23.0,4,8480000050311
403.0,7.4,4.0,72.0,20.0,8.8,0.69,0.276,403.0,15.0,25.0,0,8480000095909
60.0,1.4,0.2,11.0,7.7,0.5,0.07,0.028,253.0,1.0,63.0,4,8480000239211
340.0,1.0,0.4,75.9,8.4,6.3,6.5,2.6,340.0,15.0,45.5032693093584,2,8480000087263
385.0,1.6,0.3,82.0,15.0,8.3,0.9,0.36,385.0,5.0,25.0,2,8480000094841
380.0,2.8,0.6,75.2,22.4,8.5,0.22,0.088,1590.0,-2.0,39.0,2,7613031423583
351.0,5.1,2.0,62.0,18.0,9.2,0.0,0.0,351.0,-2.0,66.0,2,5400141091861
